"graduate" "gender" "salary" "grad_date" "college"
"931" 931 1 20000 4 4
"932" 932 1 41500 4 7
"933" 933 0 21000 4 1
"934" 934 0 18000 4 1
"935" 935 1 27300 4 7
"936" 936 1 35500 4 7
"937" 937 1 31500 4 4
"938" 938 0 24000 4 4
"939" 939 1 37500 4 7
"940" 940 0 25000 4 1
"941" 941 1 20000 4 2
"942" 942 1 23000 4 4
"943" 943 1 30000 4 7
"944" 944 1 32000 4 7
"945" 945 0 33000 4 7
"946" 946 1 27000 4 1
"947" 947 1 36200 4 7
"948" 948 1 22000 4 1
"949" 949 1 27000 4 7
"950" 950 1 26500 4 4
"951" 951 0 23000 4 1
"952" 952 1 10400 4 1
"953" 953 1 30000 4 7
"954" 954 0 22000 4 1
"955" 955 1 26000 4 7
"956" 956 1 38800 4 7
"957" 957 1 23500 4 4
"958" 958 0 21000 4 1
"959" 959 0 20000 4 1
"960" 960 0 12200 4 1
"961" 961 0 20000 4 4
"962" 962 0 33000 4 1
"963" 963 0 25000 4 1
"964" 964 1 25000 4 7
"965" 965 1 24000 4 3
"966" 966 1 34200 4 7
"967" 967 0 52000 4 1
"968" 968 1 35000 4 7
"969" 969 1 30000 4 7
"970" 970 0 7200 4 1
"971" 971 1 17000 4 1
"972" 972 0 24000 4 1
"973" 973 1 25000 4 4
"974" 974 1 36000 4 7
"975" 975 1 20000 4 1
"976" 976 1 43000 4 1
"977" 977 0 28000 4 1
"978" 978 0 24000 4 4
"979" 979 0 30000 4 1
"980" 980 0 30000 4 1
"981" 981 0 26400 4 1
"982" 982 1 22000 4 2
"983" 983 0 24000 4 1
"984" 984 1 33800 4 3
"985" 985 0 35000 4 1
"986" 986 0 20000 4 4
"987" 987 1 26000 4 8
"988" 988 0 36000 4 1
"989" 989 1 21000 4 4
"990" 990 0 26000 4 1
"991" 991 1 29600 4 4
"992" 992 0 26000 4 4
"993" 993 0 26000 4 1
"994" 994 0 26000 4 1
"995" 995 0 34500 4 7
"996" 996 1 34000 4 7
"997" 997 0 24000 4 4
"998" 998 0 18000 4 1
"999" 999 0 26000 4 4
"1000" 1000 1 27000 4 7
"1001" 1001 0 27000 4 1
"1002" 1002 0 38000 4 1
"1003" 1003 1 43000 4 1
"1004" 1004 0 32000 4 1
"1005" 1005 1 38300 4 7
"1006" 1006 1 32000 4 1
"1007" 1007 0 51000 4 1
"1008" 1008 0 45000 4 1
"1009" 1009 1 25000 4 4
"1010" 1010 0 23000 4 1
"1011" 1011 0 26000 4 1
"1012" 1012 1 23000 4 4
"1013" 1013 0 17000 4 1
"1014" 1014 1 19000 4 4
"1015" 1015 1 33000 4 1
"1016" 1016 0 18000 4 4
"1017" 1017 0 31600 4 4
"1018" 1018 1 30000 4 4
"1019" 1019 1 22000 4 1
"1020" 1020 1 40500 4 7
"1021" 1021 0 32000 4 7
"1022" 1022 0 13000 4 1
"1023" 1023 0 35200 4 7
"1024" 1024 1 27500 4 3
"1025" 1025 1 24000 4 1
"1026" 1026 0 26000 4 4
"1027" 1027 0 24400 4 1
"1028" 1028 1 23000 4 4
"1029" 1029 1 26500 4 3
"1030" 1030 1 23000 4 4
"1031" 1031 0 26000 4 1
"1032" 1032 1 22700 4 7
"1033" 1033 1 22500 4 4
"1034" 1034 0 30000 4 4
"1035" 1035 0 9000 4 1
"1036" 1036 1 27000 4 1
"1037" 1037 0 35000 4 1
"1038" 1038 0 26000 4 1
"1039" 1039 1 21900 4 7
"1040" 1040 0 26000 4 1
"1041" 1041 1 30000 4 4
"1042" 1042 1 33000 4 7
"1043" 1043 1 40400 4 7
"1044" 1044 0 31700 4 1
"1045" 1045 0 20000 4 1
"1046" 1046 1 37000 4 7
"1047" 1047 1 30000 4 7
"1048" 1048 1 36500 4 7
"1049" 1049 0 23000 4 4
"1050" 1050 1 21000 4 1
"1051" 1051 0 19000 4 1
"1052" 1052 0 30000 4 1
"1053" 1053 1 18000 4 1
"1054" 1054 1 38400 4 7
"1055" 1055 1 20000 4 4
"1056" 1056 1 24000 4 7
"1057" 1057 0 34000 4 7
"1058" 1058 0 26000 4 4
"1059" 1059 0 23500 4 1
"1060" 1060 0 21000 4 4
"1061" 1061 1 28000 4 4
"1062" 1062 1 35500 4 7
"1063" 1063 1 20000 4 7
"1064" 1064 1 30000 4 4
"1065" 1065 0 30000 4 1
"1066" 1066 0 34000 4 7
"1067" 1067 1 33000 4 1
"1068" 1068 0 27000 4 1
"1069" 1069 0 27000 4 4
"1070" 1070 1 33000 4 7
"1071" 1071 1 30200 4 4
"1072" 1072 0 21500 4 4
"1073" 1073 0 23500 4 4
"1074" 1074 1 13000 4 1
"1075" 1075 0 33000 4 1
"1076" 1076 1 28000 4 4
"1077" 1077 1 35800 4 7
"1078" 1078 1 23000 4 1
"1079" 1079 1 25500 4 4
"1080" 1080 1 22500 4 1
"1081" 1081 0 15400 4 1
"1082" 1082 0 24000 4 1
"1083" 1083 0 27000 4 1
"1084" 1084 0 25000 4 1
"1085" 1085 0 21000 4 1
"1086" 1086 1 33000 4 4
"1087" 1087 1 23000 4 4
"1088" 1088 1 35000 4 1
"1089" 1089 0 8000 4 1
"1090" 1090 0 21000 4 1
"1091" 1091 0 19500 4 1
"1092" 1092 0 22000 4 4
"1093" 1093 0 20000 4 1
"1094" 1094 1 24000 4 1
"1095" 1095 1 13500 4 1
"1096" 1096 0 28700 4 4
"1097" 1097 1 15000 4 1
"1098" 1098 0 17000 4 6
"1099" 1099 0 20000 4 1
"1100" 1100 0 28000 4 4
